n1,r1,n2,r2,delta,ratio
2048,10,2048,64,0.16,1.861686645
2048,10,2048,64,0.18,1.881723167
2048,10,2048,64,0.2,1.925293278
2048,10,2048,64,0.22,1.969536292
2048,10,2048,64,0.24,1.969519565
2048,10,2048,64,0.26,2.001060882
2048,10,2048,64,0.28,1.968807503
2048,10,2048,64,0.3,1.990378981
2048,10,2048,64,0.32,2.016106452
2048,10,2048,64,0.34,2.036044141
2048,10,2048,64,0.36,2.029817706
2048,10,2048,64,0.38,2.054332833
2048,10,2048,64,0.4,2.060035804
2048,10,2048,64,0.42,2.073363207
2048,10,2048,64,0.44,2.086690611
2048,10,2048,64,0.46,2.062535422
2048,10,2048,64,0.48,2.091241144
2048,10,2048,64,0.5,2.100244104
2048,10,2048,64,0.52,2.089593785
2048,10,2048,64,0.54,2.111662333
2048,10,2048,64,0.56,2.117752905
2048,10,2048,64,0.58,2.133661875
2048,10,2048,64,0.6,2.106027245
2048,10,2048,64,0.62,2.134306442
2048,10,2048,64,0.64,2.144687939
2048,10,2048,64,0.66,2.138209101
2048,10,2048,64,0.68,2.138863144
2048,10,2048,64,0.7,2.138672227
2048,10,2048,64,0.72,2.146902057
2048,10,2048,64,0.74,2.13930666
2048,10,2048,64,0.76,2.135508398
2048,10,2048,64,0.78,2.160938063
2048,10,2048,64,0.8,2.165871776
2048,10,2048,64,0.82,2.118075456
2048,10,2048,64,0.84,2.136488759
2048,10,2048,64,0.86,2.152572991
2048,10,2048,64,0.88,2.155135142
2048,10,2048,64,0.9,2.159039373
2048,10,2048,64,0.92,2.162943603
2048,10,2048,64,0.94,2.180649412
2048,10,2048,64,0.96,2.163935154
2048,10,2048,64,0.98,2.150729735
2048,10,2048,64,1,2.13170976
2048,16,2048,16,0.02,1
2048,16,2048,16,0.04,1
2048,16,2048,16,0.06,1
2048,16,2048,16,0.08,1
2048,16,2048,16,0.1,1
2048,16,2048,16,0.12,1
2048,16,2048,16,0.14,1
2048,16,2048,16,0.16,1
2048,16,2048,16,0.18,1
2048,16,2048,16,0.2,1
2048,16,2048,16,0.22,1
2048,16,2048,16,0.24,1
2048,16,2048,16,0.26,1
2048,16,2048,16,0.28,1
2048,16,2048,16,0.3,1
2048,16,2048,16,0.32,1
2048,16,2048,16,0.34,1
2048,16,2048,16,0.36,1
2048,16,2048,16,0.38,1
2048,16,2048,16,0.4,1
2048,16,2048,16,0.42,1
2048,16,2048,16,0.44,1
2048,16,2048,16,0.46,1
2048,16,2048,16,0.48,1
2048,16,2048,16,0.5,1
2048,16,2048,16,0.52,1
2048,16,2048,16,0.54,1
2048,16,2048,16,0.56,1
2048,16,2048,16,0.58,1
2048,16,2048,16,0.6,1
2048,16,2048,16,0.62,1
2048,16,2048,16,0.64,1
2048,16,2048,16,0.66,1
2048,16,2048,16,0.68,1
2048,16,2048,16,0.7,1
2048,16,2048,16,0.72,1
2048,16,2048,16,0.74,1
2048,16,2048,16,0.76,1
2048,16,2048,16,0.78,1
2048,16,2048,16,0.8,1
2048,16,2048,16,0.82,1
2048,16,2048,16,0.84,1
2048,16,2048,16,0.86,1
2048,16,2048,16,0.88,1
2048,16,2048,16,0.9,1
2048,16,2048,16,0.92,1
2048,16,2048,16,0.94,1
2048,16,2048,16,0.96,1
2048,16,2048,16,0.98,1
2048,16,2048,16,1,1
2048,16,2048,20,0.02,0.963170391
2048,16,2048,20,0.04,1.010987997
2048,16,2048,20,0.06,1.035101149
2048,16,2048,20,0.08,1.047044624
2048,16,2048,20,0.1,1.068117306
2048,16,2048,20,0.12,1.066950415
2048,16,2048,20,0.14,1.063533112
2048,16,2048,20,0.16,1.068117306
2048,16,2048,20,0.18,1.084179221
2048,16,2048,20,0.2,1.086856207
2048,16,2048,20,0.22,1.086856207
2048,16,2048,20,0.24,1.073973943
2048,16,2048,20,0.26,1.076960185
2048,16,2048,20,0.28,1.086169193
2048,16,2048,20,0.3,1.072956923
2048,16,2048,20,0.32,1.080543227
2048,16,2048,20,0.34,1.08385052
2048,16,2048,20,0.36,1.080599633
2048,16,2048,20,0.38,1.090603538
2048,16,2048,20,0.4,1.071741898
2048,16,2048,20,0.42,1.066426579
2048,16,2048,20,0.44,1.063803736
2048,16,2048,20,0.46,1.068347775
2048,16,2048,20,0.48,1.065334302
2048,16,2048,20,0.5,1.068786184
2048,16,2048,20,0.52,1.079986066
2048,16,2048,20,0.54,1.08546991
2048,16,2048,20,0.56,1.088248719
2048,16,2048,20,0.58,1.089647491
2048,16,2048,20,0.6,1.089825282
2048,16,2048,20,0.62,1.086244582
2048,16,2048,20,0.64,1.074772808
2048,16,2048,20,0.66,1.068076042
2048,16,2048,20,0.68,1.093438302
2048,16,2048,20,0.7,1.079641313
2048,16,2048,20,0.72,1.090985467
2048,16,2048,20,0.74,1.07705292
2048,16,2048,20,0.76,1.07566297
2048,16,2048,20,0.78,1.074267139
2048,16,2048,20,0.8,1.069449797
2048,16,2048,20,0.82,1.080897949
2048,16,2048,20,0.84,1.081915951
2048,16,2048,20,0.86,1.075564194
2048,16,2048,20,0.88,1.076221606
2048,16,2048,20,0.9,1.083295079
2048,16,2048,20,0.92,1.080475446
2048,16,2048,20,0.94,1.078684355
2048,16,2048,20,0.96,1.077118938
2048,16,2048,20,0.98,1.087302115
2048,16,2048,20,1,1.121359578
2048,16,2048,32,0.02,0.730624313
2048,16,2048,32,0.04,1.478971374
2048,16,2048,32,0.06,1.169070954
2048,16,2048,32,0.08,1.197412068
2048,16,2048,32,0.1,1.23632002
2048,16,2048,32,0.12,1.239923739
2048,16,2048,32,0.14,1.259476675
2048,16,2048,32,0.16,1.272051812
2048,16,2048,32,0.18,1.279198171
2048,16,2048,32,0.2,1.298004377
2048,16,2048,32,0.22,1.296186444
2048,16,2048,32,0.24,1.300481212
2048,16,2048,32,0.26,1.299490688
2048,16,2048,32,0.28,1.310637405
2048,16,2048,32,0.3,1.294711854
2048,16,2048,32,0.32,1.296586989
2048,16,2048,32,0.34,1.301839835
2048,16,2048,32,0.36,1.288758482
2048,16,2048,32,0.38,1.325729509
2048,16,2048,32,0.4,1.302574159
2048,16,2048,32,0.42,1.296394157
2048,16,2048,32,0.44,1.289724647
2048,16,2048,32,0.46,1.307110198
2048,16,2048,32,0.48,1.300718329
2048,16,2048,32,0.5,1.302221822
2048,16,2048,32,0.52,1.302155057
2048,16,2048,32,0.54,1.315631838
2048,16,2048,32,0.56,1.323390226
2048,16,2048,32,0.58,1.318912653
2048,16,2048,32,0.6,1.32785611
2048,16,2048,32,0.62,1.332335388
2048,16,2048,32,0.64,1.324514257
2048,16,2048,32,0.66,1.333547612
2048,16,2048,32,0.68,1.343485152
2048,16,2048,32,0.7,1.330803263
2048,16,2048,32,0.72,1.33840507
2048,16,2048,32,0.74,1.318172042
2048,16,2048,32,0.76,1.320023691
2048,16,2048,32,0.78,1.322349944
2048,16,2048,32,0.8,1.31595545
2048,16,2048,32,0.82,1.321124549
2048,16,2048,32,0.84,1.332016257
2048,16,2048,32,0.86,1.332958277
2048,16,2048,32,0.88,1.324376862
2048,16,2048,32,0.9,1.330689651
2048,16,2048,32,0.92,1.324850023
2048,16,2048,32,0.94,1.335469612
2048,16,2048,32,0.96,1.319558392
2048,16,2048,32,0.98,1.338934504
2048,16,2048,32,1,1.358602154
2048,16,2048,40,0.02,0.862126755
2048,16,2048,40,0.04,1.39085293
2048,16,2048,40,0.06,1.27707131
2048,16,2048,40,0.08,1.300846574
2048,16,2048,40,0.1,1.317199388
2048,16,2048,40,0.12,1.311035973
2048,16,2048,40,0.14,1.337128997
2048,16,2048,40,0.16,1.363446961
2048,16,2048,40,0.18,1.377149945
2048,16,2048,40,0.2,1.422225552
2048,16,2048,40,0.22,1.422225552
2048,16,2048,40,0.24,1.42295621
2048,16,2048,40,0.26,1.425351323
2048,16,2048,40,0.28,1.431294924
2048,16,2048,40,0.3,1.414279648
2048,16,2048,40,0.32,1.425351323
2048,16,2048,40,0.34,1.445361704
2048,16,2048,40,0.36,1.43094017
2048,16,2048,40,0.38,1.459153743
2048,16,2048,40,0.4,1.433492858
2048,16,2048,40,0.42,1.418086109
2048,16,2048,40,0.44,1.424366151
2048,16,2048,40,0.46,1.432357016
2048,16,2048,40,0.48,1.43776662
2048,16,2048,40,0.5,1.432786198
2048,16,2048,40,0.52,1.427778229
2048,16,2048,40,0.54,1.454718625
2048,16,2048,40,0.56,1.461242027
2048,16,2048,40,0.58,1.464525717
2048,16,2048,40,0.6,1.469749135
2048,16,2048,40,0.62,1.46163112
2048,16,2048,40,0.64,1.455199622
2048,16,2048,40,0.66,1.45511576
2048,16,2048,40,0.68,1.481797464
2048,16,2048,40,0.7,1.47838717
2048,16,2048,40,0.72,1.489212967
2048,16,2048,40,0.74,1.447378986
2048,16,2048,40,0.76,1.443290008
2048,16,2048,40,0.78,1.457084022
2048,16,2048,40,0.8,1.461242027
2048,16,2048,40,0.82,1.467549431
2048,16,2048,40,0.84,1.479361752
2048,16,2048,40,0.86,1.481168055
2048,16,2048,40,0.88,1.480673178
2048,16,2048,40,0.9,1.498402501
2048,16,2048,40,0.92,1.497004132
2048,16,2048,40,0.94,1.488608203
2048,16,2048,40,0.96,1.488500366
2048,16,2048,40,0.98,1.491169638
2048,16,2048,40,1,1.493879073
2048,16,2048,64,0.02,0.856876504
2048,16,2048,64,0.04,1.326411607
2048,16,2048,64,0.06,1.251819458
2048,16,2048,64,0.08,1.417034208
2048,16,2048,64,0.1,1.499751143
2048,16,2048,64,0.12,1.525059238
2048,16,2048,64,0.14,1.601803098
2048,16,2048,64,0.16,1.615116615
2048,16,2048,64,0.18,1.64716258
2048,16,2048,64,0.2,1.702146708
2048,16,2048,64,0.22,1.734754883
2048,16,2048,64,0.24,1.720686378
2048,16,2048,64,0.26,1.738567531
2048,16,2048,64,0.28,1.75339637
2048,16,2048,64,0.3,1.73367269
2048,16,2048,64,0.32,1.751639467
2048,16,2048,64,0.34,1.769844741
2048,16,2048,64,0.36,1.754319788
2048,16,2048,64,0.38,1.798923112
2048,16,2048,64,0.4,1.779713764
2048,16,2048,64,0.42,1.775515101
2048,16,2048,64,0.44,1.779124783
2048,16,2048,64,0.46,1.788914685
2048,16,2048,64,0.48,1.791189624
2048,16,2048,64,0.5,1.78710782
2048,16,2048,64,0.52,1.794106089
2048,16,2048,64,0.54,1.812199297
2048,16,2048,64,0.56,1.816991822
2048,16,2048,64,0.58,1.826087082
2048,16,2048,64,0.6,1.827304878
2048,16,2048,64,0.62,1.841303056
2048,16,2048,64,0.64,1.828491787
2048,16,2048,64,0.66,1.812257372
2048,16,2048,64,0.68,1.840127795
2048,16,2048,64,0.7,1.837227608
2048,16,2048,64,0.72,1.859689568
2048,16,2048,64,0.74,1.827489794
2048,16,2048,64,0.76,1.828006512
2048,16,2048,64,0.78,1.853642524
2048,16,2048,64,0.8,1.849497639
2048,16,2048,64,0.82,1.843981226
2048,16,2048,64,0.84,1.860989278
2048,16,2048,64,0.86,1.863207005
2048,16,2048,64,0.88,1.873942652
2048,16,2048,64,0.9,1.885949116
2048,16,2048,64,0.92,1.8807323
2048,16,2048,64,0.94,1.888438627
2048,16,2048,64,0.96,1.873501364
2048,16,2048,64,0.98,1.878950066
2048,16,2048,64,1,1.87931779
2048,20,2048,20,0.02,1
2048,20,2048,20,0.04,1
2048,20,2048,20,0.06,1
2048,20,2048,20,0.08,1
2048,20,2048,20,0.1,1
2048,20,2048,20,0.12,1
2048,20,2048,20,0.14,1
2048,20,2048,20,0.16,1
2048,20,2048,20,0.18,1
2048,20,2048,20,0.2,1
2048,20,2048,20,0.22,1
2048,20,2048,20,0.24,1
2048,20,2048,20,0.26,1
2048,20,2048,20,0.28,1
2048,20,2048,20,0.3,1
2048,20,2048,20,0.32,1
2048,20,2048,20,0.34,1
2048,20,2048,20,0.36,1
2048,20,2048,20,0.38,1
2048,20,2048,20,0.4,1
2048,20,2048,20,0.42,1
2048,20,2048,20,0.44,1
2048,20,2048,20,0.46,1
2048,20,2048,20,0.48,1
2048,20,2048,20,0.5,1
2048,20,2048,20,0.52,1
2048,20,2048,20,0.54,1
2048,20,2048,20,0.56,1
2048,20,2048,20,0.58,1
2048,20,2048,20,0.6,1
2048,20,2048,20,0.62,1
2048,20,2048,20,0.64,1
2048,20,2048,20,0.66,1
2048,20,2048,20,0.68,1
2048,20,2048,20,0.7,1
2048,20,2048,20,0.72,1
2048,20,2048,20,0.74,1
2048,20,2048,20,0.76,1
2048,20,2048,20,0.78,1
2048,20,2048,20,0.8,1
2048,20,2048,20,0.82,1
2048,20,2048,20,0.84,1
2048,20,2048,20,0.86,1
2048,20,2048,20,0.88,1
2048,20,2048,20,0.9,1
2048,20,2048,20,0.92,1
2048,20,2048,20,0.94,1
2048,20,2048,20,0.96,1
2048,20,2048,20,0.98,1
2048,20,2048,20,1,1
2048,20,2048,32,0.02,0.758561849
2048,20,2048,32,0.04,1.462897065
2048,20,2048,32,0.06,1.129426776
2048,20,2048,32,0.08,1.143611304
2048,20,2048,32,0.1,1.157475881
2048,20,2048,32,0.12,1.162119365
2048,20,2048,32,0.14,1.184238329
2048,20,2048,32,0.16,1.190928941
2048,20,2048,32,0.18,1.179877041
2048,20,2048,32,0.2,1.194274247
2048,20,2048,32,0.22,1.192601594
2048,20,2048,32,0.24,1.21090574
2048,20,2048,32,0.26,1.206628347
2048,20,2048,32,0.28,1.206660449
2048,20,2048,32,0.3,1.206676453
2048,20,2048,32,0.32,1.199939953
2048,20,2048,32,0.34,1.201124888
2048,20,2048,32,0.36,1.192632722
2048,20,2048,32,0.38,1.215592525
2048,20,2048,32,0.4,1.215380459
2048,20,2048,32,0.42,1.215643142
2048,20,2048,32,0.44,1.212370857
2048,20,2048,32,0.46,1.223487546
2048,20,2048,32,0.48,1.22094851
2048,20,2048,32,0.5,1.218411916
2048,20,2048,32,0.52,1.205714683
2048,20,2048,32,0.54,1.212038975
2048,20,2048,32,0.56,1.216073314
2048,20,2048,32,0.58,1.210403056
2048,20,2048,32,0.6,1.218411916
2048,20,2048,32,0.62,1.226551929
2048,20,2048,32,0.64,1.232366735
2048,20,2048,32,0.66,1.248551188
2048,20,2048,32,0.68,1.228679432
2048,20,2048,32,0.7,1.232634623
2048,20,2048,32,0.72,1.226785425
2048,20,2048,32,0.74,1.223869335
2048,20,2048,32,0.76,1.227172198
2048,20,2048,32,0.78,1.230932136
2048,20,2048,32,0.8,1.230497638
2048,20,2048,32,0.82,1.222247253
2048,20,2048,32,0.84,1.231164265
2048,20,2048,32,0.86,1.239310758
2048,20,2048,32,0.88,1.230580073
2048,20,2048,32,0.9,1.228372284
2048,20,2048,32,0.92,1.226173188
2048,20,2048,32,0.94,1.238054121
2048,20,2048,32,0.96,1.225081414
2048,20,2048,32,0.98,1.231428216
2048,20,2048,32,1,1.211566905
2048,20,2048,40,0.02,0.895092668
2048,20,2048,40,0.04,1.375736342
2048,20,2048,40,0.06,1.23376475
2048,20,2048,40,0.08,1.242398408
2048,20,2048,40,0.1,1.233197309
2048,20,2048,40,0.12,1.228769354
2048,20,2048,40,0.14,1.257251873
2048,20,2048,40,0.16,1.276495524
2048,20,2048,40,0.18,1.270223519
2048,20,2048,40,0.2,1.308568276
2048,20,2048,40,0.22,1.308568276
2048,20,2048,40,0.24,1.324944817
2048,20,2048,40,0.26,1.32349491
2048,20,2048,40,0.28,1.31774583
2048,20,2048,40,0.3,1.318114099
2048,20,2048,40,0.32,1.319106249
2048,20,2048,40,0.34,1.333543397
2048,20,2048,40,0.36,1.324209379
2048,20,2048,40,0.38,1.337932339
2048,20,2048,40,0.4,1.337535522
2048,20,2048,40,0.42,1.329755032
2048,20,2048,40,0.44,1.338936971
2048,20,2048,40,0.46,1.340721672
2048,20,2048,40,0.48,1.349591971
2048,20,2048,40,0.5,1.340573278
2048,20,2048,40,0.52,1.322033935
2048,20,2048,40,0.54,1.340174068
2048,20,2048,40,0.56,1.342746379
2048,20,2048,40,0.58,1.344036241
2048,20,2048,40,0.6,1.348609873
2048,20,2048,40,0.62,1.345581965
2048,20,2048,40,0.64,1.353960215
2048,20,2048,40,0.66,1.362370938
2048,20,2048,40,0.68,1.355172451
2048,20,2048,40,0.7,1.369331789
2048,20,2048,40,0.72,1.365016319
2048,20,2048,40,0.74,1.343832749
2048,20,2048,40,0.76,1.341767866
2048,20,2048,40,0.78,1.356351665
2048,20,2048,40,0.8,1.366349343
2048,20,2048,40,0.82,1.357713216
2048,20,2048,40,0.84,1.367353676
2048,20,2048,40,0.86,1.377107999
2048,20,2048,40,0.88,1.375806962
2048,20,2048,40,0.9,1.383189613
2048,20,2048,40,0.92,1.385504999
2048,20,2048,40,0.94,1.380022057
2048,20,2048,40,0.96,1.381927579
2048,20,2048,40,0.98,1.371440024
2048,20,2048,40,1,1.332203427
2048,20,2048,64,0.02,0.889641658
2048,20,2048,64,0.04,1.311995405
2048,20,2048,64,0.06,1.209369209
2048,20,2048,64,0.08,1.353365631
2048,20,2048,64,0.1,1.404107146
2048,20,2048,64,0.12,1.429362804
2048,20,2048,64,0.14,1.50611493
2048,20,2048,64,0.16,1.512115388
2048,20,2048,64,0.18,1.519271489
2048,20,2048,64,0.2,1.566119509
2048,20,2048,64,0.22,1.596121798
2048,20,2048,64,0.24,1.602167714
2048,20,2048,64,0.26,1.614328511
2048,20,2048,64,0.28,1.614293963
2048,20,2048,64,0.3,1.61578965
2048,20,2048,64,0.32,1.621073015
2048,20,2048,64,0.34,1.632923275
2048,20,2048,64,0.36,1.623468798
2048,20,2048,64,0.38,1.649474854
2048,20,2048,64,0.4,1.660580563
2048,20,2048,64,0.42,1.664920152
2048,20,2048,64,0.44,1.672418251
2048,20,2048,64,0.46,1.674468489
2048,20,2048,64,0.48,1.681340422
2048,20,2048,64,0.5,1.672091057
2048,20,2048,64,0.52,1.661230774
2048,20,2048,64,0.54,1.669506708
2048,20,2048,64,0.56,1.669647562
2048,20,2048,64,0.58,1.675851225
2048,20,2048,64,0.6,1.676695254
2048,20,2048,64,0.62,1.695109082
2048,20,2048,64,0.64,1.701282144
2048,20,2048,64,0.66,1.69674939
2048,20,2048,64,0.68,1.682882145
2048,20,2048,64,0.7,1.701701839
2048,20,2048,64,0.72,1.704596095
2048,20,2048,64,0.74,1.696750234
2048,20,2048,64,0.76,1.699423112
2048,20,2048,64,0.78,1.725494952
2048,20,2048,64,0.8,1.729391733
2048,20,2048,64,0.82,1.70597162
2048,20,2048,64,0.84,1.720086737
2048,20,2048,64,0.86,1.732306649
2048,20,2048,64,0.88,1.74122378
2048,20,2048,64,0.9,1.740937583
2048,20,2048,64,0.92,1.740652512
2048,20,2048,64,0.94,1.750686953
2048,20,2048,64,0.96,1.739363498
2048,20,2048,64,0.98,1.728084624
2048,20,2048,64,1,1.675927888
2048,32,2048,32,0.02,1
2048,32,2048,32,0.04,1
2048,32,2048,32,0.06,1
2048,32,2048,32,0.08,1
2048,32,2048,32,0.1,1
2048,32,2048,32,0.12,1
2048,32,2048,32,0.14,1
2048,32,2048,32,0.16,1
2048,32,2048,32,0.18,1
2048,32,2048,32,0.2,1
2048,32,2048,32,0.22,1
2048,32,2048,32,0.24,1
2048,32,2048,32,0.26,1
2048,32,2048,32,0.28,1
2048,32,2048,32,0.3,1
2048,32,2048,32,0.32,1
2048,32,2048,32,0.34,1
2048,32,2048,32,0.36,1
2048,32,2048,32,0.38,1
2048,32,2048,32,0.4,1
2048,32,2048,32,0.42,1
2048,32,2048,32,0.44,1
2048,32,2048,32,0.46,1
2048,32,2048,32,0.48,1
2048,32,2048,32,0.5,1
2048,32,2048,32,0.52,1
2048,32,2048,32,0.54,1
2048,32,2048,32,0.56,1
2048,32,2048,32,0.58,1
2048,32,2048,32,0.6,1
2048,32,2048,32,0.62,1
2048,32,2048,32,0.64,1
2048,32,2048,32,0.66,1
2048,32,2048,32,0.68,1
2048,32,2048,32,0.7,1
2048,32,2048,32,0.72,1
2048,32,2048,32,0.74,1
2048,32,2048,32,0.76,1
2048,32,2048,32,0.78,1
2048,32,2048,32,0.8,1
2048,32,2048,32,0.82,1
2048,32,2048,32,0.84,1
2048,32,2048,32,0.86,1
2048,32,2048,32,0.88,1
2048,32,2048,32,0.9,1
2048,32,2048,32,0.92,1
2048,32,2048,32,0.94,1
2048,32,2048,32,0.96,1
2048,32,2048,32,0.98,1
2048,32,2048,32,1,1
2048,32,2048,40,0.02,1.179986404
2048,32,2048,40,0.04,0.940419101
2048,32,2048,40,0.06,1.092381353
2048,32,2048,40,0.08,1.086381713
2048,32,2048,40,0.1,1.065419444
2048,32,2048,40,0.12,1.057352103
2048,32,2048,40,0.14,1.061654434
2048,32,2048,40,0.16,1.071848605
2048,32,2048,40,0.18,1.076572791
2048,32,2048,40,0.2,1.095701661
2048,32,2048,40,0.22,1.097238409
2048,32,2048,40,0.24,1.094176676
2048,32,2048,40,0.26,1.096853818
2048,32,2048,40,0.28,1.092060183
2048,32,2048,40,0.3,1.092350891
2048,32,2048,40,0.32,1.099310216
2048,32,2048,40,0.34,1.110245413
2048,32,2048,40,0.36,1.11032454
2048,32,2048,40,0.38,1.100642125
2048,32,2048,40,0.4,1.100507674
2048,32,2048,40,0.42,1.093869562
2048,32,2048,40,0.44,1.104395543
2048,32,2048,40,0.46,1.095819632
2048,32,2048,40,0.48,1.105363543
2048,32,2048,40,0.5,1.100262776
2048,32,2048,40,0.52,1.096473282
2048,32,2048,40,0.54,1.105718624
2048,32,2048,40,0.56,1.104165648
2048,32,2048,40,0.58,1.110403872
2048,32,2048,40,0.6,1.106858735
2048,32,2048,40,0.62,1.097044433
2048,32,2048,40,0.64,1.098666636
2048,32,2048,40,0.66,1.091161461
2048,32,2048,40,0.68,1.102950384
2048,32,2048,40,0.7,1.110898366
2048,32,2048,40,0.72,1.11267732
2048,32,2048,40,0.74,1.098019789
2048,32,2048,40,0.76,1.093381897
2048,32,2048,40,0.78,1.101889881
2048,32,2048,40,0.8,1.110403872
2048,32,2048,40,0.82,1.110833518
2048,32,2048,40,0.84,1.110618391
2048,32,2048,40,0.86,1.11118861
2048,32,2048,40,0.88,1.118014985
2048,32,2048,40,0.9,1.126034534
2048,32,2048,40,0.92,1.129942338
2048,32,2048,40,0.94,1.114670218
2048,32,2048,40,0.96,1.128029177
2048,32,2048,40,0.98,1.113698717
2048,32,2048,40,1,1.099570664
2048,32,2048,64,0.02,1.172800424
2048,32,2048,64,0.04,0.896847383
2048,32,2048,64,0.06,1.070781421
2048,32,2048,64,0.08,1.183414003
2048,32,2048,64,0.1,1.213076807
2048,32,2048,64,0.12,1.229962126
2048,32,2048,64,0.14,1.271800526
2048,32,2048,64,0.16,1.269694048
2048,32,2048,64,0.18,1.287652388
2048,32,2048,64,0.2,1.311356678
2048,32,2048,64,0.22,1.338352897
2048,32,2048,64,0.24,1.323115137
2048,32,2048,64,0.26,1.337883794
2048,32,2048,64,0.28,1.33781957
2048,32,2048,64,0.3,1.339041335
2048,32,2048,64,0.32,1.350961781
2048,32,2048,64,0.34,1.359494997
2048,32,2048,64,0.36,1.361247908
2048,32,2048,64,0.38,1.356930731
2048,32,2048,64,0.4,1.366305136
2048,32,2048,64,0.42,1.369579685
2048,32,2048,64,0.44,1.379460947
2048,32,2048,64,0.46,1.368602806
2048,32,2048,64,0.48,1.377077254
2048,32,2048,64,0.5,1.372352843
2048,32,2048,64,0.52,1.377797582
2048,32,2048,64,0.54,1.377436487
2048,32,2048,64,0.56,1.372982651
2048,32,2048,64,0.58,1.384539816
2048,32,2048,64,0.6,1.376131694
2048,32,2048,64,0.62,1.382011671
2048,32,2048,64,0.64,1.380499891
2048,32,2048,64,0.66,1.35897463
2048,32,2048,64,0.68,1.369667385
2048,32,2048,64,0.7,1.380540354
2048,32,2048,64,0.72,1.389481861
2048,32,2048,64,0.74,1.38638185
2048,32,2048,64,0.76,1.384828563
2048,32,2048,64,0.78,1.401779108
2048,32,2048,64,0.8,1.40544092
2048,32,2048,64,0.82,1.395766377
2048,32,2048,64,0.84,1.397122046
2048,32,2048,64,0.86,1.397798444
2048,32,2048,64,0.88,1.414961788
2048,32,2048,64,0.9,1.41727195
2048,32,2048,64,0.92,1.419581287
2048,32,2048,64,0.94,1.414063346
2048,32,2048,64,0.96,1.41979421
2048,32,2048,64,0.98,1.403317385
2048,32,2048,64,1,1.383273083
2048,40,2048,40,0.02,1
2048,40,2048,40,0.04,1
2048,40,2048,40,0.06,1
2048,40,2048,40,0.08,1
2048,40,2048,40,0.1,1
2048,40,2048,40,0.12,1
2048,40,2048,40,0.14,1
2048,40,2048,40,0.16,1
2048,40,2048,40,0.18,1
2048,40,2048,40,0.2,1
2048,40,2048,40,0.22,1
2048,40,2048,40,0.24,1
2048,40,2048,40,0.26,1
2048,40,2048,40,0.28,1
2048,40,2048,40,0.3,1
2048,40,2048,40,0.32,1
2048,40,2048,40,0.34,1
2048,40,2048,40,0.36,1
2048,40,2048,40,0.38,1
2048,40,2048,40,0.4,1
2048,40,2048,40,0.42,1
2048,40,2048,40,0.44,1
2048,40,2048,40,0.46,1
2048,40,2048,40,0.48,1
2048,40,2048,40,0.5,1
2048,40,2048,40,0.52,1
2048,40,2048,40,0.54,1
2048,40,2048,40,0.56,1
2048,40,2048,40,0.58,1
2048,40,2048,40,0.6,1
2048,40,2048,40,0.62,1
2048,40,2048,40,0.64,1
2048,40,2048,40,0.66,1
2048,40,2048,40,0.68,1
2048,40,2048,40,0.7,1
2048,40,2048,40,0.72,1
2048,40,2048,40,0.74,1
2048,40,2048,40,0.76,1
2048,40,2048,40,0.78,1
2048,40,2048,40,0.8,1
2048,40,2048,40,0.82,1
2048,40,2048,40,0.84,1
2048,40,2048,40,0.86,1
2048,40,2048,40,0.88,1
2048,40,2048,40,0.9,1
2048,40,2048,40,0.92,1
2048,40,2048,40,0.94,1
2048,40,2048,40,0.96,1
2048,40,2048,40,0.98,1
2048,40,2048,40,1,1
2048,40,2048,64,0.02,0.993910116
2048,40,2048,64,0.04,0.953667766
2048,40,2048,64,0.06,0.980226748
2048,40,2048,64,0.08,1.089316939
2048,40,2048,64,0.1,1.138590829
2048,40,2048,64,0.12,1.163247439
2048,40,2048,64,0.14,1.197942085
2048,40,2048,64,0.16,1.184583384
2048,40,2048,64,0.18,1.196066257
2048,40,2048,64,0.2,1.196819102
2048,40,2048,64,0.22,1.219746671
2048,40,2048,64,0.24,1.209233542
2048,40,2048,64,0.26,1.219746671
2048,40,2048,64,0.28,1.225041982
2048,40,2048,64,0.3,1.225834433
2048,40,2048,64,0.32,1.228917699
2048,40,2048,64,0.34,1.224499539
2048,40,2048,64,0.36,1.225991013
2048,40,2048,64,0.38,1.232853714
2048,40,2048,64,0.4,1.241522589
2048,40,2048,64,0.42,1.252050274
2048,40,2048,64,0.44,1.249064211
2048,40,2048,64,0.46,1.248930724
2048,40,2048,64,0.48,1.245813889
2048,40,2048,64,0.5,1.24729553
2048,40,2048,64,0.52,1.256571961
2048,40,2048,64,0.54,1.245738705
2048,40,2048,64,0.56,1.243457133
2048,40,2048,64,0.58,1.246879492
2048,40,2048,64,0.6,1.243276716
2048,40,2048,64,0.62,1.259759068
2048,40,2048,64,0.64,1.256522995
2048,40,2048,64,0.66,1.245438626
2048,40,2048,64,0.68,1.241821396
2048,40,2048,64,0.7,1.242724264
2048,40,2048,64,0.72,1.248773419
2048,40,2048,64,0.74,1.262620096
2048,40,2048,64,0.76,1.266555233
2048,40,2048,64,0.78,1.272158981
2048,40,2048,64,0.8,1.265702467
2048,40,2048,64,0.82,1.256503656
2048,40,2048,64,0.84,1.257967684
2048,40,2048,64,0.86,1.25793086
2048,40,2048,64,0.88,1.265601809
2048,40,2048,64,0.9,1.258639861
2048,40,2048,64,0.92,1.256330734
2048,40,2048,64,0.94,1.268593458
